csv_token,figma_name,figma_id
affirm.color.checkbox.indicator.border.error_selected.hover,color/checkbox/indicator/border/error_selected/hover,VariableID:15254:11144
affirm.color.checkbox.indicator.border.error_selected.pressed,color/checkbox/indicator/border/error_selected/pressed,VariableID:15254:11143
affirm.color.checkbox.indicator.border.error_selected.resting,color/checkbox/indicator/border/error_selected/resting,VariableID:15254:11145
affirm.color.checkbox.indicator.border.error_unselected.focus_visible,color/checkbox/indicator/border/error_unselected/focus_visible,VariableID:15254:11138
affirm.color.checkbox.indicator.border.error_unselected.hover,color/checkbox/indicator/border/error_unselected/hover,VariableID:15254:11136
affirm.color.checkbox.indicator.border.error_unselected.pressed,color/checkbox/indicator/border/error_unselected/pressed,VariableID:15254:11137
affirm.color.checkbox.indicator.border.error_unselected.resting,color/checkbox/indicator/border/error_unselected/resting,VariableID:15254:11129
affirm.color.checkbox.indicator.border.selected.disabled,color/checkbox/indicator/border/selected/disabled,VariableID:15254:11130
affirm.color.checkbox.indicator.border.selected.focus_visible,color/checkbox/indicator/border/selected/focus_visible,VariableID:15254:11147
affirm.color.checkbox.indicator.border.selected.hover,color/checkbox/indicator/border/selected/hover,VariableID:15254:11149
affirm.color.checkbox.indicator.border.selected.pressed,color/checkbox/indicator/border/selected/pressed,VariableID:15254:11148
affirm.color.checkbox.indicator.border.selected.resting,color/checkbox/indicator/border/selected/resting,VariableID:15254:11150
affirm.color.checkbox.indicator.border.unselected.disabled,color/checkbox/indicator/border/unselected/disabled,VariableID:15254:11146
affirm.color.checkbox.indicator.border.unselected.focus_visible,color/checkbox/indicator/border/unselected/focus_visible,VariableID:15254:11134
affirm.color.checkbox.indicator.border.unselected.hover,color/checkbox/indicator/border/unselected/hover,VariableID:15254:11132
affirm.color.checkbox.indicator.border.unselected.pressed,color/checkbox/indicator/border/unselected/pressed,VariableID:15254:11133
affirm.color.checkbox.indicator.border.unselected.resting,color/checkbox/indicator/border/unselected/resting,VariableID:15254:11131
affirm.color.checkbox.indicator.icon.error_selected.focus_visible,color/checkbox/indicator/icon/error_selected/focus_visible,VariableID:15554:32179
affirm.color.checkbox.indicator.icon.error_selected.hover,color/checkbox/indicator/icon/error_selected/hover,VariableID:15554:32177
affirm.color.checkbox.indicator.icon.error_selected.pressed,color/checkbox/indicator/icon/error_selected/pressed,VariableID:15554:32178
affirm.color.checkbox.indicator.icon.error_selected.resting,color/checkbox/indicator/icon/error_selected/resting,VariableID:15254:11125
affirm.color.checkbox.indicator.icon.error_unselected.focus_visible,color/checkbox/indicator/icon/error_unselected/focus_visible,VariableID:15554:32183
affirm.color.checkbox.indicator.icon.error_unselected.hover,color/checkbox/indicator/icon/error_unselected/hover,VariableID:15554:32181
affirm.color.checkbox.indicator.icon.error_unselected.pressed,color/checkbox/indicator/icon/error_unselected/pressed,VariableID:15554:32182
affirm.color.checkbox.indicator.icon.error_unselected.resting,color/checkbox/indicator/icon/error_unselected/resting,VariableID:15554:32180
affirm.color.checkbox.indicator.icon.selected.disabled,color/checkbox/indicator/icon/selected/disabled,VariableID:15254:11126
affirm.color.checkbox.indicator.icon.selected.focus_visible,color/checkbox/indicator/icon/selected/focus_visible,VariableID:15554:32173
affirm.color.checkbox.indicator.icon.selected.hover,color/checkbox/indicator/icon/selected/hover,VariableID:15554:32171
affirm.color.checkbox.indicator.icon.selected.pressed,color/checkbox/indicator/icon/selected/pressed,VariableID:15554:32172
affirm.color.checkbox.indicator.icon.selected.resting,color/checkbox/indicator/icon/selected/resting,VariableID:15254:11127
affirm.color.checkbox.indicator.icon.unselected.disabled,color/checkbox/indicator/icon/unselected/disabled,VariableID:15324:5331
affirm.color.checkbox.indicator.icon.unselected.focus_visible,color/checkbox/indicator/icon/unselected/focus_visible,VariableID:15554:32176
affirm.color.checkbox.indicator.icon.unselected.hover,color/checkbox/indicator/icon/unselected/hover,VariableID:15554:32174
affirm.color.checkbox.indicator.icon.unselected.pressed,color/checkbox/indicator/icon/unselected/pressed,VariableID:15554:32175
affirm.color.checkbox.indicator.icon.unselected.resting,color/checkbox/indicator/icon/unselected/resting,VariableID:15324:5330
affirm.color.checkbox.label.text.disabled,color/checkbox/label/text/disabled,VariableID:15360:5331
affirm.color.checkbox.label.text.error_selected.focus_visible,color/checkbox/label/text/error_selected/focus_visible,VariableID:15554:32193
affirm.color.checkbox.label.text.error_selected.hover,color/checkbox/label/text/error_selected/hover,VariableID:15554:32191
affirm.color.checkbox.label.text.error_selected.pressed,color/checkbox/label/text/error_selected/pressed,VariableID:15554:32192
affirm.color.checkbox.label.text.error_selected.resting,color/checkbox/label/text/error_selected/resting,VariableID:15360:5329
affirm.color.checkbox.label.text.error_unselected.focus_visible,color/checkbox/label/text/error_unselected/focus_visible,VariableID:15554:32196
affirm.color.checkbox.label.text.error_unselected.hover,color/checkbox/label/text/error_unselected/hover,VariableID:15554:32194
affirm.color.checkbox.label.text.error_unselected.pressed,color/checkbox/label/text/error_unselected/pressed,VariableID:15554:32195
affirm.color.checkbox.label.text.error_unselected.resting,color/checkbox/label/text/error_unselected/resting,VariableID:15360:5330
affirm.color.checkbox.label.text.selected.focus_visible,color/checkbox/label/text/selected/focus_visible,VariableID:15554:32187
affirm.color.checkbox.label.text.selected.hover,color/checkbox/label/text/selected/hover,VariableID:15554:32185
affirm.color.checkbox.label.text.selected.pressed,color/checkbox/label/text/selected/pressed,VariableID:15554:32186
affirm.color.checkbox.label.text.selected.resting,color/checkbox/label/text/selected/resting,VariableID:15360:5327
affirm.color.checkbox.label.text.unselected.focus_visible,color/checkbox/label/text/unselected/focus_visible,VariableID:15554:32190
affirm.color.checkbox.label.text.unselected.hover,color/checkbox/label/text/unselected/hover,VariableID:15554:32188
affirm.color.checkbox.label.text.unselected.pressed,color/checkbox/label/text/unselected/pressed,VariableID:15554:32189
affirm.color.checkbox.label.text.unselected.resting,color/checkbox/label/text/unselected/resting,VariableID:15360:5328
affirm.radius.checkbox.container.all,radius/checkbox/container/all,VariableID:15327:5322
affirm.radius.checkbox.indicator.container.all,radius/checkbox/indicator/container/all,VariableID:15059:5904
affirm.size.checkbox.container.min_height,size/checkbox/container/min_height,VariableID:19700:3926
affirm.size.checkbox.indicator.all,size/checkbox/indicator/all,VariableID:5937:8821
affirm.size.checkbox.indicator.border.width.error_selected.focus_visible,size/checkbox/indicator/border/width/error_selected/focus_visible,VariableID:19700:3924
affirm.size.checkbox.indicator.border.width.error_selected.hover,size/checkbox/indicator/border/width/error_selected/hover,VariableID:19700:3922
affirm.size.checkbox.indicator.border.width.error_selected.pressed,size/checkbox/indicator/border/width/error_selected/pressed,VariableID:19700:3923
affirm.size.checkbox.indicator.border.width.error_selected.resting,size/checkbox/indicator/border/width/error_selected/resting,VariableID:19700:3921
affirm.size.checkbox.indicator.border.width.error_unselected.focus_visible,size/checkbox/indicator/border/width/error_unselected/focus_visible,VariableID:19700:3919
affirm.size.checkbox.indicator.border.width.error_unselected.hover,size/checkbox/indicator/border/width/error_unselected/hover,VariableID:19700:3917
affirm.size.checkbox.indicator.border.width.error_unselected.pressed,size/checkbox/indicator/border/width/error_unselected/pressed,VariableID:19700:3918
affirm.size.checkbox.indicator.border.width.error_unselected.resting,size/checkbox/indicator/border/width/error_unselected/resting,VariableID:19700:3916
affirm.size.checkbox.indicator.border.width.selected.disabled,size/checkbox/indicator/border/width/selected/disabled,VariableID:15554:32170
affirm.size.checkbox.indicator.border.width.selected.focus_visible,size/checkbox/indicator/border/width/selected/focus_visible,VariableID:15554:32169
affirm.size.checkbox.indicator.border.width.selected.hover,size/checkbox/indicator/border/width/selected/hover,VariableID:15554:32167
affirm.size.checkbox.indicator.border.width.selected.pressed,size/checkbox/indicator/border/width/selected/pressed,VariableID:15554:32168
affirm.size.checkbox.indicator.border.width.selected.resting,size/checkbox/indicator/border/width/selected/resting,VariableID:6124:4654
affirm.size.checkbox.indicator.border.width.unselected.disabled,size/checkbox/indicator/border/width/unselected/disabled,VariableID:15554:32166
affirm.size.checkbox.indicator.border.width.unselected.focus_visible,size/checkbox/indicator/border/width/unselected/focus_visible,VariableID:15554:32165
affirm.size.checkbox.indicator.border.width.unselected.hover,size/checkbox/indicator/border/width/unselected/hover,VariableID:15554:32163
affirm.size.checkbox.indicator.border.width.unselected.pressed,size/checkbox/indicator/border/width/unselected/pressed,VariableID:15554:32164
affirm.size.checkbox.indicator.border.width.unselected.resting,size/checkbox/indicator/border/width/unselected/resting,VariableID:6124:3449
affirm.size.checkbox.indicator.icon.all,size/checkbox/indicator/icon/all,VariableID:6124:4655
affirm.size.checkbox.outline.width.focus_visible,,
affirm.size.checkbox.outline.width.hover,size/checkbox/outline/width/hover,VariableID:15324:5325
affirm.size.checkbox.outline.width.pressed,size/checkbox/outline/width/pressed,VariableID:15324:5328
affirm.size.checkbox.outline.width.resting,size/checkbox/outline/width/resting,VariableID:6056:9881
affirm.spacing.checkbox.container.outline.offset.focus_visible,spacing/checkbox/container/outline/offset/focus_visible,VariableID:19700:3927
affirm.spacing.checkbox.gap_x,spacing/checkbox/gap_x,VariableID:5937:8817
affirm.spacing.checkbox.indicator.margin_top,spacing/checkbox/indicator/margin_top,VariableID:15554:32161
