csv_token,figma_name,figma_id
affirm.color.badge.info.static.icon,color/badge/info/static/icon,VariableID:18977:1645
affirm.color.badge.info.static.text,color/badge/info/static/text,VariableID:18977:1646
affirm.color.badge.default.inverse.bg,color/badge/default/inverse/bg,VariableID:18977:1647
affirm.color.badge.default.inverse.border,color/badge/default/inverse/border,VariableID:18977:1648
affirm.color.badge.default.inverse.icon,color/badge/default/inverse/icon,VariableID:18977:1649
affirm.color.badge.default.inverse.text,color/badge/default/inverse/text,VariableID:18977:1650
affirm.color.badge.brand_featured.inverse.bg,color/badge/brand_featured/inverse/bg,VariableID:18982:1579
affirm.color.badge.brand_featured.inverse.border,color/badge/brand_featured/inverse/border,VariableID:18982:1580
affirm.color.badge.brand_featured.inverse.icon,color/badge/brand_featured/inverse/icon,VariableID:18982:1581
affirm.color.badge.brand_featured.inverse.text,color/badge/brand_featured/inverse/text,VariableID:18982:1582
affirm.color.badge.brand_primary.inverse.bg,color/badge/brand_primary/inverse/bg,VariableID:18982:1583
affirm.color.badge.brand_primary.inverse.border,color/badge/brand_primary/inverse/border,VariableID:18982:1584
affirm.color.badge.brand_primary.inverse.icon,color/badge/brand_primary/inverse/icon,VariableID:18982:1585
affirm.color.badge.brand_primary.inverse.text,color/badge/brand_primary/inverse/text,VariableID:18982:1586
affirm.color.badge.brand_secondary.inverse.bg,color/badge/brand_secondary/inverse/bg,VariableID:18982:1587
affirm.color.badge.brand_secondary.inverse.border,color/badge/brand_secondary/inverse/border,VariableID:18982:1588
affirm.color.badge.brand_secondary.inverse.icon,color/badge/brand_secondary/inverse/icon,VariableID:18982:1589
affirm.color.badge.brand_secondary.inverse.text,color/badge/brand_secondary/inverse/text,VariableID:18982:1590
affirm.color.badge.brand_tertiary.inverse.bg,color/badge/brand_tertiary/inverse/bg,VariableID:18982:1591
affirm.color.badge.brand_tertiary.inverse.border,color/badge/brand_tertiary/inverse/border,VariableID:18982:1592
affirm.color.badge.brand_tertiary.inverse.icon,color/badge/brand_tertiary/inverse/icon,VariableID:18982:1593
affirm.color.badge.brand_tertiary.inverse.text,color/badge/brand_tertiary/inverse/text,VariableID:18982:1594
affirm.color.badge.warning.inverse.bg,color/badge/warning/inverse/bg,VariableID:18993:1603
affirm.color.badge.warning.inverse.border,color/badge/warning/inverse/border,VariableID:18993:1604
affirm.color.badge.warning.inverse.icon,color/badge/warning/inverse/icon,VariableID:18993:1605
affirm.color.badge.warning.inverse.text,color/badge/warning/inverse/text,VariableID:18993:1606
affirm.color.badge.success.inverse.bg,color/badge/success/inverse/bg,VariableID:18982:1595
affirm.color.badge.success.inverse.border,color/badge/success/inverse/border,VariableID:18982:1596
affirm.color.badge.success.inverse.icon,color/badge/success/inverse/icon,VariableID:18982:1597
affirm.color.badge.success.inverse.text,color/badge/success/inverse/text,VariableID:18982:1598
affirm.color.badge.error.inverse.bg,color/badge/error/inverse/bg,VariableID:18993:1599
affirm.color.badge.error.inverse.border,color/badge/error/inverse/border,VariableID:18993:1600
affirm.color.badge.error.inverse.icon,color/badge/error/inverse/icon,VariableID:18993:1601
affirm.color.badge.error.inverse.text,color/badge/error/inverse/text,VariableID:18993:1602
affirm.color.badge.info.inverse.bg,color/badge/info/inverse/bg,VariableID:18993:1607
affirm.color.badge.info.inverse.border,color/badge/info/inverse/border,VariableID:18993:1608
affirm.color.badge.info.inverse.icon,color/badge/info/inverse/icon,VariableID:18993:1609
affirm.color.badge.info.inverse.text,color/badge/info/inverse/text,VariableID:18993:1610
affirm.color.badge.default.inverse.static.bg,color/badge/default/inverse/static/bg,VariableID:18993:1611
affirm.color.badge.default.inverse.static.border,color/badge/default/inverse/static/border,VariableID:18993:1612
affirm.color.badge.default.inverse.static.icon,color/badge/default/inverse/static/icon,VariableID:18993:1613
affirm.color.badge.default.inverse.static.text,color/badge/default/inverse/static/text,VariableID:18993:1614
affirm.color.badge.brand_featured.inverse.static.bg,color/badge/brand_featured/inverse/static/bg,VariableID:18993:1615
affirm.color.badge.brand_featured.inverse.static.border,color/badge/brand_featured/inverse/static/border,VariableID:18993:1616
affirm.color.badge.brand_featured.inverse.static.icon,color/badge/brand_featured/inverse/static/icon,VariableID:18993:1617
affirm.color.badge.brand_featured.inverse.static.text,color/badge/brand_featured/inverse/static/text,VariableID:18993:1618
affirm.color.badge.brand_primary.inverse.static.bg,color/badge/brand_primary/inverse/static/bg,VariableID:18993:1619
affirm.color.badge.brand_primary.inverse.static.border,color/badge/brand_primary/inverse/static/border,VariableID:18993:1620
affirm.color.badge.brand_primary.inverse.static.icon,color/badge/brand_primary/inverse/static/icon,VariableID:18993:1621
affirm.color.badge.brand_primary.inverse.static.text,color/badge/brand_primary/inverse/static/text,VariableID:18993:1622
affirm.color.badge.brand_secondary.inverse.static.bg,color/badge/brand_secondary/inverse/static/bg,VariableID:18993:1623
affirm.color.badge.brand_secondary.inverse.static.border,color/badge/brand_secondary/inverse/static/border,VariableID:18993:1624
affirm.color.badge.brand_secondary.inverse.static.icon,color/badge/brand_secondary/inverse/static/icon,VariableID:18993:1625
affirm.color.badge.brand_secondary.inverse.static.text,color/badge/brand_secondary/inverse/static/text,VariableID:18993:1626
affirm.color.badge.brand_tertiary.inverse.static.bg,color/badge/brand_tertiary/inverse/static/bg,VariableID:18993:1627
affirm.color.badge.brand_tertiary.inverse.static.border,color/badge/brand_tertiary/inverse/static/border,VariableID:18993:1628
affirm.color.badge.brand_tertiary.inverse.static.icon,color/badge/brand_tertiary/inverse/static/icon,VariableID:18993:1629
affirm.color.badge.brand_tertiary.inverse.static.text,color/badge/brand_tertiary/inverse/static/text,VariableID:18993:1630
affirm.color.badge.warning.inverse.static.bg,color/badge/warning/inverse/static/bg,VariableID:18993:1639
affirm.color.badge.warning.inverse.static.border,color/badge/warning/inverse/static/border,VariableID:18993:1640
affirm.color.badge.warning.inverse.static.icon,color/badge/warning/inverse/static/icon,VariableID:18993:1641
affirm.color.badge.warning.inverse.static.text,color/badge/warning/inverse/static/text,VariableID:18993:1642
affirm.color.badge.success.inverse.static.bg,color/badge/success/inverse/static/bg,VariableID:18993:1631
affirm.color.badge.success.inverse.static.border,color/badge/success/inverse/static/border,VariableID:18993:1632
affirm.color.badge.success.inverse.static.icon,color/badge/success/inverse/static/icon,VariableID:18993:1633
affirm.color.badge.success.inverse.static.text,color/badge/success/inverse/static/text,VariableID:18993:1634
affirm.color.badge.error.inverse.static.bg,color/badge/error/inverse/static/bg,VariableID:18993:1635
affirm.color.badge.error.inverse.static.border,color/badge/error/inverse/static/border,VariableID:18993:1636
affirm.color.badge.error.inverse.static.icon,color/badge/error/inverse/static/icon,VariableID:18993:1637
affirm.color.badge.error.inverse.static.text,color/badge/error/inverse/static/text,VariableID:18993:1638
affirm.color.badge.info.inverse.static.bg,color/badge/info/inverse/static/bg,VariableID:18993:1643
affirm.color.badge.info.inverse.static.border,color/badge/info/inverse/static/border,VariableID:18993:1644
affirm.color.badge.info.inverse.static.icon,color/badge/info/inverse/static/icon,VariableID:18993:1645
affirm.color.badge.info.inverse.static.text,color/badge/info/inverse/static/text,VariableID:18993:1646
affirm.radius.badge.medium.all,radius/badge/medium/all,VariableID:15018:5929
affirm.radius.badge.small.all,radius/badge/small/all,VariableID:16714:1348
affirm.radius.badge.large.all,radius/badge/large/all,VariableID:18995:1648
affirm.size.badge.border.width,size/badge/border/width,VariableID:16631:1468
affirm.size.badge.medium.icon.all,size/badge/medium/icon/all,VariableID:16631:1472
affirm.size.badge.small.icon.all,size/badge/small/icon/all,VariableID:16631:1473
affirm.size.badge.large.icon.all,size/badge/large/icon/all,VariableID:18995:1650
affirm.spacing.badge.medium.gap_x,spacing/badge/medium/gap_x,VariableID:16631:1474
affirm.spacing.badge.medium.padding_top,spacing/badge/medium/padding_top,VariableID:16631:1475
affirm.spacing.badge.medium.padding_left,spacing/badge/medium/padding_left,VariableID:16631:1476
affirm.spacing.badge.medium.padding_bottom,spacing/badge/medium/padding_bottom,VariableID:16631:1477
affirm.spacing.badge.medium.padding_right,spacing/badge/medium/padding_right,VariableID:16631:1478
affirm.spacing.badge.small.gap_x,spacing/badge/small/gap_x,VariableID:16631:1479
affirm.spacing.badge.small.padding_top,spacing/badge/small/padding_top,VariableID:16631:1480
affirm.spacing.badge.small.padding_left,spacing/badge/small/padding_left,VariableID:16631:1481
affirm.spacing.badge.small.padding_bottom,spacing/badge/small/padding_bottom,VariableID:16631:1482
affirm.spacing.badge.small.padding_right,spacing/badge/small/padding_right,VariableID:16631:1483
affirm.spacing.badge.large.gap_x,spacing/badge/large/gap_x,VariableID:18995:1655
affirm.spacing.badge.large.padding_top,spacing/badge/large/padding_top,VariableID:18995:1656
affirm.spacing.badge.large.padding_left,spacing/badge/large/padding_left,VariableID:18995:1657
affirm.spacing.badge.large.padding_bottom,spacing/badge/large/padding_bottom,VariableID:18995:1658
affirm.spacing.badge.large.padding_right,spacing/badge/large/padding_right,VariableID:18995:1659
